product_name,permit_number,permit_type,crop,target,purpose,dose,dose_unit,spray_volume,spray_volume_unit,bbch_min,bbch_max,treatment_time,phi,max_treatments,min_interval_days,expiry_date,latest_document,source_pdf,issue_reason
Deltam,04.2/2585-1/2018,alapengedely,Cikória gyökértermesztés,"levéltetvek, lombrágó hernyók",rovarölő szer,5,ml/100m2,10,l/ha,49,49,gyökérnövekedés vége (BBCH 49),,3,14,2026-10-31,Deltam_szig_0098304_1_20241204_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346291229es346268490&documentName=Deltam_szig_0098304_1_20241204_publikus.pdf,Deltam missing point 4 row recovered from latest permit table line 377
Deltam,04.2/2585-1/2018,alapengedely,"Spenót, galambbegy saláta, kerti zsázsa, borsmustár/rukkola (szabadföldi és hajtatott)",levéltetvek,rovarölő szer,8,ml/100m2,10,l/ha,45,45,levélfejlődés (BBCH 45),,3,14,2026-10-31,Deltam_szig_0098304_1_20241204_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346291229es346268490&documentName=Deltam_szig_0098304_1_20241204_publikus.pdf,Deltam missing point 4 row recovered from latest permit table line 378
Deltam,04.2/2585-1/2018,alapengedely,"Spenót, galambbegy saláta, kerti zsázsa, borsmustár/rukkola (szabadföldi és hajtatott)",lombrágó hernyók,rovarölő szer,5,ml/100m2,10,l/ha,45,45,levélfejlődés (BBCH 45),,3,14,2026-10-31,Deltam_szig_0098304_1_20241204_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346291229es346268490&documentName=Deltam_szig_0098304_1_20241204_publikus.pdf,Deltam missing point 4 row recovered from latest permit table line 379
Deltam,04.2/2585-1/2018,alapengedely,Levélzeller (szabadföldi és hajtatott),levéltetvek,rovarölő szer,8,ml/100m2,10,l/ha,45,45,levélzet fejlődése (BBCH 45),,3,14,2026-10-31,Deltam_szig_0098304_1_20241204_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346291229es346268490&documentName=Deltam_szig_0098304_1_20241204_publikus.pdf,Deltam missing point 4 row recovered from latest permit table line 380
Deltam,04.2/2585-1/2018,alapengedely,Levélzeller (szabadföldi és hajtatott),lombrágó hernyók,rovarölő szer,5,ml/100m2,10,l/ha,45,45,levélzet fejlődése (BBCH 45),,3,14,2026-10-31,Deltam_szig_0098304_1_20241204_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346291229es346268490&documentName=Deltam_szig_0098304_1_20241204_publikus.pdf,Deltam missing point 4 row recovered from latest permit table line 381
Deltam,04.2/2585-1/2018,alapengedely,Zöldbab (szabadföldi és hajtatott),levéltetvek,rovarölő szer,5,ml/100m2,10,l/ha,79,79,babszemek kidomborodnak a hüvelyen (BBCH 79),,3,14,2026-10-31,Deltam_szig_0098304_1_20241204_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346291229es346268490&documentName=Deltam_szig_0098304_1_20241204_publikus.pdf,Deltam missing point 4 row recovered from latest permit table line 382
Deltam,04.2/2585-1/2018,alapengedely,Borsó,levéltetvek,rovarölő szer,8,ml/100m2,10-15,l/ha,72,72,hüvelyképződés kezdete (BBCH 72),,2,14,2026-10-31,Deltam_szig_0098304_1_20241204_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346291229es346268490&documentName=Deltam_szig_0098304_1_20241204_publikus.pdf,Deltam missing point 4 row recovered from latest permit table line 383
Deltam,04.2/2585-1/2018,alapengedely,Borsó,"borsótripsz, csipkéző bogarak",rovarölő szer,5,ml/100m2,10-15,l/ha,72,72,hüvelyképződés kezdete (BBCH 72),,2,14,2026-10-31,Deltam_szig_0098304_1_20241204_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346291229es346268490&documentName=Deltam_szig_0098304_1_20241204_publikus.pdf,Deltam missing point 4 row recovered from latest permit table line 384
Deltam,04.2/2585-1/2018,alapengedely,Póréhagyma,lombrágó hernyók,rovarölő szer,5,ml/100m2,14,l/ha,45,45,hagymatest- képződés (BBCH 45),,3,14,2026-10-31,Deltam_szig_0098304_1_20241204_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346291229es346268490&documentName=Deltam_szig_0098304_1_20241204_publikus.pdf,Deltam missing point 4 row recovered from latest permit table line 385
Deltam,04.2/2585-1/2018,alapengedely,Hajtatott póréhagyma,lombrágó hernyók,rovarölő szer,5,ml/100m2,10,l/ha,45,45,hagymatest- képződés (BBCH 45),,3,14,2026-10-31,Deltam_szig_0098304_1_20241204_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346291229es346268490&documentName=Deltam_szig_0098304_1_20241204_publikus.pdf,Deltam missing point 4 row recovered from latest permit table line 386
Deltam,04.2/2585-1/2018,alapengedely,Burgonya,levéltetvek,rovarölő szer,8,ml/100m2,10,l/ha,85,85,bogyóérés (BBCH 85),,2,14,2026-10-31,Deltam_szig_0098304_1_20241204_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346291229es346268490&documentName=Deltam_szig_0098304_1_20241204_publikus.pdf,Deltam missing point 4 row recovered from latest permit table line 387
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,"mustár, olajretek","levéltetvek, repcebolha, repcedarázs, repce- fénybogár, repcebecő- ormányos, repceszár-ormányos",rovarölő szer,0.15-0.2,kg/ha,200-400,l/ha,10,67,szikleveles állapot – virágzás (BBCH 10-67),,1,14,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 293
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,őszi káposztarepce,"levéltetvek, repcebolha, repcedarázs, repce- fénybogár, repcebecő- ormányos, repceszár-ormányos",rovarölő szer,0.15-0.2,kg/ha,200-400,l/ha,10,59,szikleveles állapot – sárgabimbós állapot (BBCH 10-59) 50 %-os virágzás ‒ virágzás gyengülése (BBCH 65-67),,1,14,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 294
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,lucerna magtermesztés,"csipkézőbogár fajok, lucernapoloska, lucernabimbó- gubacsszúnyog, somkóró- bagolylepke, lucerna-magdarázs",rovarölő szer,0.2,kg/ha,200-500,l/ha,11,75,egyleveles állapot – a hüvelyek 50%-a elérte a végleges nagyságot (BBCH 11-75),,2,14,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 295
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,napraforgó,levéltetvek,rovarölő szer,0.15-0.2,kg/ha,300-400,l/ha,40,53,szármegnyúlás vége – virágzat elkülönülése (BBCH 40-53),,1,14,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 296
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,dohány,levéltetvek,rovarölő szer,0.125,kg/ha,300-500,l/ha,14,62,négy lombleveles állapot – virágzás (BBCH 14-62),,2,7,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 297
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,dohány,dohánytripsz,rovarölő szer,0.4,kg/ha,300-500,l/ha,14,62,négy lombleveles állapot – virágzás (BBCH 14-62),,2,7,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 298
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,"paradicsom, tojásgyümölcs/padlizsán (hajtatott)",üvegházi molytetű,rovarölő szer,0.25,kg/ha,400-600,l/ha,14,71,négy lombleveles állapot – 1. bogyó teljes kifejlődése (BBCH 14-71),,2,7,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 299
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,bimbós kel,"levéltetvek, földibolhák, káposztalégy, repceszár-ormányos, káposzta- bagolylepke, káposztalepke",rovarölő szer,0.25,kg/ha,400-800,l/ha,10,58,szikleveles állapot – végleges főhajtáshossz (BBCH 10-58),,1,7,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 300
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,zöldborsó,"csipkézőbogár fajok, borsómoly, akácmoly, fésűslábú viráglégy, borsótripsz",rovarölő szer,0.2,kg/ha,200-500,l/ha,09,75,kelés – hüvelyek 50%-a elérte a végleges nagyságot (BBCH 09-75),,2,14,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 301
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,zöldbab,"csipkézőbogár fajok, bagolylepkék, fésűslábú viráglégy, dohánytripsz",rovarölő szer,0.2,kg/ha,200-500,l/ha,10,75,kelés – hüvelyek 50%-a elérte a végleges nagyságot (BBCH 10-75),,2,14,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 302
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,fűszernövények,szívó- és rágókártevők,rovarölő szer,0.25,kg/ha,400-800,l/ha,,,Az élelmezés- egészségügyi várakozási idő figyelembevételével,,2,7,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 303
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,dísznövények,szívó- és rágókártevők,rovarölő szer,0.06-0.5,kg/ha,500-1500,l/ha,,,nincs korlátozás,,2,7,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 431
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,erdészeti kultúrák,szívó- és rágókártevők,rovarölő szer,0.2-0.3,kg/ha,400-1200,l/ha,,,nincs korlátozás,,2,14,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 433
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,fekete bodza,bodza-levéltetű,rovarölő szer,0.125,kg/ha,400-1500,l/ha,19,69,első levelek elérték a végleges méretüket – virágzás vége (BBCH 19-69),,2,7,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 434
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,fekete bodza,"foltosszárnyú muslica, poloskák",rovarölő szer,0.15-0.25,kg/ha,400-1500,l/ha,19,69,első levelek elérték a végleges méretüket – virágzás vége (BBCH 19-69),,2,7,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 435
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,zab,"vírusvektor kabócák, levéltetvek",rovarölő szer,0.15-0.2,kg/ha,250-400,l/ha,11,51,egyleveles állapot – bugahányás kezdete BBCH 11-51),,1,7,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 436
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,vöröshagyma,"dohánytripsz, hagymalégy, hagyma-aknázólégy",rovarölő szer,0.2,kg/ha,300-600,l/ha,12,45,2. levél megjelenése – hagymafejképződés (BBCH 12-45),,1,7,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 437
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,"málna, köszméte, szeder, szamóca","levéltetvek, poloskák, foltosszárnyú muslica, málnabogár, málnavessző- szúnyog, üvegszárnyú ribiszkelepke, szamóca- bimbólikasztó",rovarölő szer,0.15-0.25,kg/ha,500-1000,l/ha,19,81,első levelek elérték a végleges méretüket – érés kezdete (BBCH 19-81),,1,7,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 438
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,mák,"levéltetvek, barkók, máktokormányos, máktokszúnyog",rovarölő szer,0.15,kg/ha,300-500,l/ha,10,81,szikleveles állapot – érés kezdete (BBCH 10-81),,1,7,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 439
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,pannonbükköny,"lucernaormányos, csipkézőbogár fajok, lucernapoloska, somkóró- bagolylepke",rovarölő szer,0.2,kg/ha,200-500,l/ha,11,75,egyleveles állapot – a hüvelyek 50%-a elérte a végleges nagyságot (BBCH 11-75),,2,14,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 440
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,"vetőmagborsó (sárgaborsó, zöldborsó, szárazborsó, cukorborsó)","csipkézőbogár fajok, borsómoly, akácmoly, fésűslábú viráglégy, borsótripsz",rovarölő szer,0.2,kg/ha,200-500,l/ha,09,75,kelés – hüvelyek 50%-a elérte a végleges nagyságot (BBCH 09-75),,2,14,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 442
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,kajszibarack,levéltetvek,rovarölő szer,0.125,kg/ha,600-1000,l/ha,11,82,levélkiterülés kezdete – érés (BBCH 11-82),,1,14,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 443
Mospilan 20 SG,04.2/2883-1/2011,alapengedely,körte,levéltetvek,rovarölő szer,0.125,kg/ha,600-1500,l/ha,11,82,levélkiterülés kezdete – érés (BBCH 11-82),,1,14,2034-02-28,Mospilan 20 SG_mod_76068_3_20251124_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348233501es348148848&documentName=Mospilan+20+SG_mod_76068_3_20251124_publikus.pdf,Mospilan 20 SG missing point 4 row recovered from latest permit table line 444
Deltaphar 25 EC,04.2/1654-1/2018,alapengedely,Uborka (hajtatott),"lepkehernyók, levéltetű fajok, liszteskék",rovarölő szer,0.1-0.18,liter/ha,500-1000,l/ha,11,71,1-leveles állapot - termésfejlődés kezdete (BBCH 11-71),,3,7,2027-08-15,Deltaphar 25 EC_mód_20260520_pub.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=350182032es350186813&documentName=Deltaphar+25+EC_m%c3%b3d_20260520_pub.pdf,Deltaphar 25 EC missing point 4 row recovered from latest permit table line 217
Deltaphar 25 EC,04.2/1654-1/2018,alapengedely,Póréhagyma,levéltetű fajok,rovarölő szer,0.5,liter/ha,300-500,l/ha,12,45,2-leveles állapot - hagymafej- képződés (BBCH 12-45),,3,14,2027-08-15,Deltaphar 25 EC_mód_20260520_pub.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=350182032es350186813&documentName=Deltaphar+25+EC_m%c3%b3d_20260520_pub.pdf,Deltaphar 25 EC missing point 4 row recovered from latest permit table line 218
